# DelosDB MVCC visibility algorithm audit manifest
# id|path|marker|category|reference|risk
PRUNED_MARKER|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/MvccPrunedVersionMarker.java|wouldHaveBeenVisible|HISTORY_PRUNED_FAILURE|PostgreSQL fail-safe pruning|Pruned markers are the bridge from removed physical versions to later visibility errors, and future compact encodings must preserve enough metadata.
HISTORY_EXCEPTION|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/MvccHistoryPrunedException.java|history loss|HISTORY_PRUNED_FAILURE|PostgreSQL fail-safe pruning|The exception class records the policy that history loss is reported explicitly instead of converted to row-not-found or an inconsistent newer row.
STATUS_STORE_RECOVERY|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/MvccTransactionStatusStore.java|RECOVERY_PENDING|TRANSACTION_OUTCOME_AUTHORITY|InnoDB recovery outcome handling|Active transactions recovered from durable status are not visible by default, so recovery must not treat incomplete outcomes as committed.
OUTCOME_LOG_STRICT|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/durable/MvccTransactionOutcomeLog.java|Unknown outcomes fail loudly|TRANSACTION_OUTCOME_AUTHORITY|PostgreSQL WAL discipline;InnoDB redo/undo outcome|Strict outcome-aware recovery must reject unknown creator outcomes rather than exposing recovered versions with ambiguous transaction state.
INHERITED_WRITE_INTENT|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/bridge/MvccInheritedTable.java|latestWriteIntent|WRITER_BORROWED_READS|Derby read-your-own-writes compatibility|The inherited SQL bridge must keep local write-intent visibility aligned with owner transaction and command sequence rules during scans and row-id reads.
COMMITTED_IMAGE_SHORTCUT|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/bridge/MvccInheritedTable.java|canReadCommittedImageUnlocked|SHORTCUT_SAFETY|Calcite access-path diagnostics;HerdDB explicit index operations|Committed-image shortcuts are safe only for snapshots at the newest commit sequence and must be rejected when historical or writer-borrowed visibility is required.
PURGE_DAEMON_RECHECK|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/bridge/MvccPurgeDaemon.java|retained inherited MVCC transaction or scan|PURGE_HORIZON_ALGORITHM|InnoDB purge history;HerdDB checkpoint pinning|Purge scheduling must recheck retained readers at the execution boundary so queued work cannot outrun long snapshots or inherited scans.
VISIBILITY_DEBT|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/bridge/MvccVisibilityDebtPolicy.java|Visibility-debt policy|DIAGNOSTIC_ONLY_ALGORITHM|PostgreSQL vacuum pressure;InnoDB purge lag|Visibility debt is a scheduling pressure metric and must not become the authority for whether a specific version is visible or safely prunable.
VISIBILITY_MAP_HINTS|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/durable/PageBackedMvccTable.java|visibilityMapPageStates|DIAGNOSTIC_ONLY_ALGORITHM|PostgreSQL visibility map|Visibility-map page state is rebuildable metadata and must remain subordinate to row-version and transaction-outcome authority.
PURGE_QUEUE_HINTS|delosdb-storage-mvcc/src/main/java/io/github/ggeorg/delosdb/storage/mvcc/durable/PageBackedMvccTable.java|purgeQueuePendingCount|DIAGNOSTIC_ONLY_ALGORITHM|InnoDB purge queue/history list|Purge queue state records cleanup pressure, but draining it must still obey snapshot leases, retained readers, and transaction outcome visibility.
LIFECYCLE_PROOFS|delosdb-storage-mvcc/build.gradle|runDelosMvccLifecycleProofs|VALIDATION_ALGORITHM|JDK 25 validation lane|Existing deterministic lifecycle proofs must remain wired while future jcstress/JFR/JMH lanes are added outside S0 for concurrency and performance validation.
INVENTORY_LINK|docs/ALGORITHM-INVENTORY.md|Visibility algorithm audit update|ALGORITHM_INVENTORY_LINK|PostgreSQL;InnoDB;HerdDB;JDK 25|The top-level algorithm inventory must link this audit so future implementation slices can update the repository-visible algorithm map.
REFERENCE_MODELS|docs/MVCC-VISIBILITY-ALGORITHMS.md|PostgreSQL is the primary reference model|REFERENCE_MODEL|PostgreSQL;InnoDB;HerdDB;JDK 25|Reference models guide audits and proof design only; none of them authorize importing another database engine or replacing Derby compatibility behavior.
JDK25_CANDIDATE|docs/MVCC-VISIBILITY-ALGORITHMS.md|delosdb-jcstress-mvcc-visibility-probes-overlay.zip|JDK25_CANDIDATE|JDK 25;jcstress;JFR;JMH|JDK 25 and OpenJDK validation tools should be used to observe and stress visibility algorithms without changing the algorithm in this audit.
